2.450163307197888163e-01,1.795245259294025453e-01,2.450163307197888163e-01,2.019518845617979674e-01,4.191053308956329410e-02,7.774839985319587088e-02,6.222694053810864240e-02,9.985119221611987728e-02,2.450163307197888163e-01,2.450163307197888163e-01,9.925034508235590358e-02,2.726262391199633234e-02,9.197336281944538949e-02,7.906002467130218703e-02,3.374231115407228671e-02,9.350322366278107644e-02,2.163856832521942608e-01,2.450163307197888163e-01,1.297439252008399102e-01,1.471257373199611473e-01,1.790510811570161509e-01,1.739008474320673237e-01,1.903042201897927610e-01,1.538585076919244676e-01,9.492878336220390845e-02,1.915556543503461884e-01,1.565875219382165673e-01,2.450163307197888163e-01,1.125432776235000265e-01,2.450163307197888163e-01,2.164825952387136043e-01,1.286586977008800092e-01,1.526295732013930595e-01,1.035230826981265589e-01,1.460393965083161827e-01,2.019574152069430473e-01
9.038495542374266889e-02,0.000000000000000000e+00,2.424623233036948267e-01,2.424623233036948267e-01,1.897633347879330301e-01,9.776934034445185218e-02,1.218130489380736120e-01,1.280624773472082700e-01,5.958988887893447439e-02,5.378986806780787500e-02,5.726390521798927630e-02,9.018545628594033803e-02,1.616525997650903324e-01,2.424623233036948267e-01,1.627777909863031558e-01,2.424623233036948267e-01,1.134326554608065668e-01,2.380357180632051983e-02,4.116566130178707372e-02,1.260006479818200353e-01,1.291860856978264693e-01,1.648591764625857436e-01,1.674384258012074356e-01,2.424623233036948267e-01,2.424623233036948267e-01,2.424623233036948267e-01,1.747915873229298755e-01,2.032361676252903981e-01,2.424623233036948267e-01,2.424623233036948267e-01,2.424623233036948267e-01,2.323974181195206379e-01,1.487314611553734456e-01,4.508090767385253272e-02,4.985578042963265122e-02,3.530212461678133851e-02
1.878150514835231766e-01,2.236039453353459716e-01,1.869559204317562395e-01,2.236039453353459716e-01,2.236039453353459716e-01,3.249600219638391213e-02,7.510191596377747969e-02,1.210333815925138945e-01,2.236039453353459716e-01,2.236039453353459716e-01,7.276021877812381689e-02,1.705478952867885423e-01,1.066350611700198486e-01,2.236039453353459716e-01,2.236039453353459716e-01,1.085516420488108619e-01,2.236039453353459716e-01,1.760133947788821707e-01,4.487958671202640221e-02,4.973679630109326122e-02,3.674238517052451358e-02,5.222920374117365899e-02,1.509021621965251914e-01,1.063502548334593067e-01,1.505932981630229706e-01,2.236039453353459716e-01,1.392040671658434647e-01,2.236039453353459716e-01,1.646106283938798542e-01,2.236039453353459716e-01,2.038006260984254747e-01,1.274583730008694016e-01,2.140155448702492635e-01,5.017966724461811467e-02,1.850253911574695764e-01,1.333791571330174563e-01
7.767002353265776982e-02,1.305211134992119160e-01,2.776862570383603068e-01,2.776862570383603068e-01,1.947118177970285913e-01,7.799468164796861946e-02,1.674820445852875234e-02,9.071603887123004528e-02,6.078513975914089096e-02,1.041893949375845563e-01,4.262484642475745239e-02,2.287831189611165827e-01,1.552321097796232896e-01,2.776862570383603068e-01,2.776862570383603068e-01,1.653920204521655835e-01,7.508007972791687357e-02,1.658887149942936123e-01,1.638890510681358798e-02,1.036790717018031410e-01,1.051291450260973120e-01,1.875174296817096881e-02,2.776862570383603068e-01,2.714345339583390526e-01,5.412616496021187273e-02,2.036006387617828595e-01,1.506410702978751570e-01,1.272354568641557160e-01,1.271630329036584073e-01,1.609922058106816045e-01,2.776862570383603068e-01,2.776862570383603068e-01,8.320401117182651962e-02,3.732834000252513440e-02,3.148576331428088598e-02,2.413101418371141685e-02
2.334987117630651365e-01,1.362936042286284621e-01,1.129863267771988034e-01,9.509703061959631776e-02,2.175485401738478652e-01,1.147534694289235463e-01,1.168917054260817240e-01,1.072928487850030171e-01,1.713311322583120633e-01,2.334987117630651365e-01,2.046108966398430540e-01,1.390883166618786526e-01,8.419907435587201117e-02,6.570924521217269554e-02,8.192834071398831519e-02,1.283541470138130358e-01,1.702456740367063459e-01,2.334987117630651365e-01,1.974723525161299620e-01,1.544154381731562276e-01,1.458249935456508162e-01,9.747462340053918151e-02,2.334987117630651365e-01,1.347420710311521552e-01,1.522566529329257567e-01,1.897530943171470419e-01,2.334987117630651365e-01,2.334987117630651365e-01,2.203648704415610005e-01,8.481856522951701505e-02,1.382582440949164937e-01,1.106176286742337478e-01,7.530767134161203691e-02,1.468084820103874311e-01,2.299320998525613280e-01,2.334987117630651365e-01
2.499890166519435908e-01,2.079077480147161761e-01,2.499890166519435908e-01,2.499890166519435908e-01,2.499890166519435908e-01,8.367043889565854708e-02,5.922258041816934326e-02,6.869116211940588801e-02,1.595416726563916310e-01,2.499890166519435908e-01,1.605262865723633692e-01,2.499890166519435908e-01,2.499890166519435908e-01,2.407843889319242758e-01,1.329345319366385114e-01,1.020474502944697798e-01,1.128432611852811102e-01,1.980416746828275176e-01,1.855871076017556465e-01,1.387431625486062470e-01,6.050926590282974804e-02,4.207110126636105091e-02,1.619981312067290680e-01,7.784096480251437300e-02,1.208521106012303420e-01,7.296581933852454294e-02,6.149235694692391230e-02,2.225677867042168134e-01,2.499890166519435908e-01,1.630543598280389805e-01,8.921354244987786397e-02,8.536296311450866647e-02,1.148028662326068955e-01,6.573140544883578074e-02,9.302313225407288222e-02,1.403339854107631679e-01
2.356160993045582075e-01,2.356160993045582075e-01,2.356160993045582075e-01,1.592426711137024942e-01,1.571070075647561237e-01,5.731246958723406476e-02,5.713030865796321633e-02,5.247467407231926756e-02,1.953309307001646344e-01,2.356160993045582075e-01,1.816828982485621802e-01,1.379409074109445854e-01,1.785681044297725839e-01,1.582296401710382716e-01,2.356160993045582075e-01,7.989396792122835378e-02,8.840279239908938047e-02,6.437921857237205447e-02,2.356160993045582075e-01,1.896873359019891903e-01,8.315566202761630332e-02,1.730079998932654572e-01,1.506336662057168319e-01,7.254226801327541552e-02,1.025905629813884806e-01,2.213620590100133789e-01,1.758313898355880478e-01,2.356160993045582075e-01,2.356160993045582075e-01,1.718037376203814248e-01,1.166281930024777452e-01,6.888979375579060149e-02,4.105070314501316209e-02,1.708958145312169941e-01,8.220753116371072589e-02,2.331187492733024225e-01
9.413312811338866992e-02,4.241160028993445213e-02,2.227043589446985883e-01,2.256587105305993268e-01,2.256587105305993268e-01,2.256587105305993268e-01,1.623775292502908085e-01,1.732097464230971107e-01,2.989435985773068391e-02,1.078685742274614473e-01,1.978387699083446749e-01,1.494856910600591837e-01,2.256587105305993268e-01,2.256587105305993268e-01,1.259084967529979504e-01,6.662838893821410036e-02,1.531080808903692581e-01,7.869603984858519752e-02,3.497413104911235859e-02,1.611475658893853080e-01,2.256587105305993268e-01,2.256587105305993268e-01,2.256587105305993268e-01,1.860628562829975408e-01,3.470922523544598542e-02,3.341911193649487605e-02,1.381343730637773354e-02,2.469981161153103622e-02,1.309532167883293852e-01,1.728162988605409234e-01,2.256587105305993268e-01,1.931068295508505117e-01,2.256587105305993268e-01,2.256587105305993268e-01,2.081532215782317119e-01,8.201104776209795777e-02
2.257971533075363302e-01,1.209255784669558964e-01,4.932306120402918381e-02,1.131109708894730420e-01,2.257971533075363302e-01,1.436451422610461881e-01,7.984950466973479710e-02,1.810503642139846270e-01,1.223534930341040050e-01,2.201708416545228031e-01,6.984671773838213582e-02,2.175822695422753583e-01,1.251793827760861733e-01,6.381951718669352791e-02,1.720712101667780103e-01,1.248393549179146744e-01,1.020064462847280473e-01,2.160817839125297735e-01,1.610419002942810318e-01,1.018677501852803952e-01,1.042591524872461956e-01,1.113177304767421633e-01,2.257971533075363302e-01,1.621339689290524078e-01,1.939488217796812575e-01,2.059281213558081247e-01,2.257971533075363302e-01,5.551096623852796313e-02,2.257971533075363302e-01,2.257971533075363302e-01,1.568077137453280367e-01,2.257971533075363302e-01,2.257971533075363302e-01,2.225036503815394917e-01,1.053278076648609396e-01,1.031123059518575802e-01
2.529893087201803281e-01,2.529893087201803281e-01,2.413245398106314832e-01,5.752296079893021857e-02,1.600941809931641646e-01,1.128518637441234818e-01,8.879225417501675210e-02,9.725437813117562835e-02,8.764117277528221672e-02,2.201896498584594297e-01,9.184274734700806353e-02,8.026197394699435828e-02,8.503951409423692043e-02,3.263602766567166164e-02,1.246224840196943351e-01,1.996429950615344617e-01,2.529893087201803281e-01,2.529893087201803281e-01,1.157777854482615054e-01,1.475415200892747913e-01,8.852232342094945583e-02,1.680569206189137105e-02,1.446622725296514700e-01,8.175646886250881318e-02,2.529893087201803281e-01,2.529893087201803281e-01,2.103773850793904387e-01,2.529893087201803281e-01,2.269925100496847370e-01,2.073550269656489475e-01,1.796642021143245449e-01,1.707410673528757805e-01,1.827504029758055676e-02,4.498219641322531021e-02,7.151255633065488337e-02,1.463126553572295652e-01
